Ghana,GHA,Africa,Mubarak WAKASO,Midfielder,19,7,171,Malawi - Ghana 13 Oct 2012,25 Jul 1990,FC Rubin Kazan ,Russia,RUS,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/235097.png
Ghana,GHA,Africa,Harrison AFFUL,Defender,43,0,170,Ghana - Cte d'Ivoire 09 Feb 2008,24 Jul 1986,Esperance Sportive de Tunis ,Tunisia,TUN,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/294626.png
Nigeria,NGA,Africa,Vincent ENYEAMA,Goalkeeper,95,0,185,Nigeria - Kenya 04 May 2002,29 Aug 1982,Lille OSC ,France,FRA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/189300.png
Nigeria,NGA,Africa,Joseph YOBO,Defender,100,7,185,Zambia - Nigeria 24 Mar 2001,06 Sep 1980,Norwich City FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/178403.png
Nigeria,NGA,Africa,Ejike UZOENYI,Midfielder,21,3,168,Nigeria - Angola 11 Jan 2012,23 Mar 1992,Enugu Rangers FC ,Nigeria,NGA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/356713.png
Nigeria,NGA,Africa,Ruben GABRIEL,Midfielder,12,0,184,Nigeria - Congo DR 03 Mar 2010,25 Sep 1990,KV Waasland-Beveren ,Belgium,BEL,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/356710.png
Nigeria,NGA,Africa,Efe AMBROSE,Defender,41,1,190,Nigeria - Sudan 09 Jan 2008,18 Oct 1988,Celtic FC ,Scotland,SCO,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/273291.png
Nigeria,NGA,Africa,Azubuike EGWUEKWE,Defender,31,1,195,Nigeria - Angola 11 Jan 2012,16 Jul 1989,Warri Wolves FC ,Nigeria,NGA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/356711.png
Nigeria,NGA,Africa,Ahmed MUSA,Forward,41,7,176,Nigeria - Madagascar 05 Sep 2010,14 Oct 1992,CSKA Moscow ,Russia,RUS,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/344714.png
Nigeria,NGA,Africa,Peter ODEMWINGIE,Forward,65,11,181,Nigeria - Kenya 04 May 2002,15 Jul 1981,Stoke City FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/214228.png
Nigeria,NGA,Africa,Emmanuel EMENIKE,Forward,27,9,182,Nigeria - Sierra Leone 09 Feb 2011,10 May 1987,Fenerbahce SK ,Turkey,TUR,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/364763.png
Nigeria,NGA,Africa,John Obi MIKEL,Midfielder,63,4,188,Libya - Nigeria 17 Aug 2005,22 Apr 1987,Chelsea FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/234463.png
Nigeria,NGA,Africa,Victor MOSES,Forward,24,7,177,Rwanda - Nigeria 29 Feb 2012,12 Dec 1990,Liverpool FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/274090.png
Nigeria,NGA,Africa,Ebenezer ODUNLAMI,Defender,11,0,187,Cte d'Ivoire - Nigeria 27 Jul 2013,30 Apr 1991,Sunshine Stars FC ,Nigeria,NGA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/368009.png
Nigeria,NGA,Africa,Juwon OSHANIWA,Defender,14,0,184,Nigeria - Angola 11 Jan 2012,14 Sep 1990,FC Ashdod ,Israel,ISR,Asia,http://img.fifa.com/images/fwc/2014/players/prt-3/356712.png
Nigeria,NGA,Africa,Godfrey OBOABONA,Defender,36,1,183,Nigeria - Angola 11 Jan 2012,16 Sep 1990,Caykur Rizespor ,Turkey,TUR,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/356459.png
Nigeria,NGA,Africa,Ramon AZEEZ,Midfielder,3,0,170,Mexico - Nigeria 05 Mar 2014,12 Dec 1992,UD Almeria ,Spain,ESP,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/315436.png
Nigeria,NGA,Africa,Austine EJIDE,Goalkeeper,31,0,186,Namibia - Nigeria 16 Jun 2001,08 Apr 1984,Hapoel Be'er Sheva FC ,Israel,ISR,Asia,http://img.fifa.com/images/fwc/2014/players/prt-3/184856.png
Nigeria,NGA,Africa,Ogenyi ONAZI,Midfielder,25,1,168,Nigeria - Liberia 13 Oct 2012,25 Dec 1992,SS Lazio ,Italy,ITA,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/315429.png
Nigeria,NGA,Africa,Michael BABATUNDE,Forward,7,0,165,Mexico - Nigeria 31 May 2013,24 Dec 1992,FC Volyn Lutsk ,Ukraine,UKR,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/312014.png
Nigeria,NGA,Africa,Uche NWOFOR,Forward,8,3,177,Nigeria - Congo DR 03 Mar 2010,17 Sep 1991,SC Heerenveen ,Netherlands,NED,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/338673.png
Nigeria,NGA,Africa,Okechukwu UCHEBO,Forward,5,1,194,Mexico - Nigeria 05 Mar 2014,03 Feb 1990,Cercle Brugge ,Belgium,BEL,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/306900.png
Nigeria,NGA,Africa,Chigozie AGBIM,Goalkeeper,14,0,187,Nigeria - Angola 11 Jan 2012,28 Nov 1984,Enugu Rangers FC ,Nigeria,NGA,Africa,http://img.fifa.com/images/fwc/2014/players/prt-3/182479.png
Nigeria,NGA,Africa,Kenneth OMERUO,Defender,21,0,185,Cape Verde Islands - Nigeria 09 Jan 2013,17 Oct 1993,Middlesbrough FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/315424.png
Nigeria,NGA,Africa,Shola AMEOBI,Forward,9,2,188,Venezuela - Nigeria 14 Nov 2012,12 Oct 1981,Newcastle United FC ,England,ENG,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/186455.png
Australia,AUS,Asia,Maty RYAN,Goalkeeper,10,0,181,Korea DPR - Australia 05 Dec 2012,08 Apr 1992,Club Brugge KV ,Belgium,BEL,Europe,http://img.fifa.com/images/fwc/2014/players/prt-3/339117.png
Australia,AUS,Asia,Ivan FRANJIC,Defender,10,0,180,Hong Kong - Australia 03 Dec 2012,10 Sep 1987,Brisbane Roar FC ,Australia,AUS,Asia,http://img.fifa.com/images/fwc/2014/players/prt-3/370062.png
